"period","defgdp","gdp_rpc","conso_rpc","inves_rpc","wage_rph","hours_pc","pinves_defl","loans_nfc_rpc","loans_hh_rpc","houseprice_defl","networth_rpc","re","slope","creditspread"
"2006Q4",0.8477,85409744.2223478,52436893.6578536,19468999.7547086,92.1870944909756,493.768442520736,111.987731508788,54803.8790082686,81426.4052041568,163.460304352955,303.690039671469,0.0524666666666667,-0.00616666666666667,0.0165
"2006Q3",0.84468,84858514.2172203,52088740.5054782,19716130.8917902,91.0344745939291,492.710213207984,111.702656627362,53513.7269501886,80281.0216409294,164.048160250035,281.673412529303,0.0524666666666667,-0.00349999999999997,0.0169333333333333
"2006Q2",0.83882,84966146.6738552,51956303.5162798,19758035.3942555,91.4510860494504,492.028018916708,112.047876779285,53109.9817220159,79064.8560780417,166.463007558237,283.93259833931,0.0490666666666667,0.00163333333333333,0.0167
"2006Q1",0.83156,84961660.9766338,51780489.3385495,19892279.0090912,92.174948289961,491.73732856913,112.395978642551,52264.2605607077,77743.8091761631,169.103852999182,286.012872834479,0.0445666666666667,0.00113333333333333,0.0174
"2005Q4",0.82571,84063148.4262701,51571365.1975062,19543110.6183797,91.0174274260939,488.284863910053,112.118055976069,51660.1523613506,76263.6903734254,167.191750130191,273.496371631262,0.0398,0.0051,0.0185
"2005Q3",0.81898,83912501.3624467,51439421.6695496,19298671.5517693,91.1975872426677,487.184007909673,111.607121053017,51075.3447581876,75285.2293741507,164.031111870864,273.841760705289,0.0346,0.0075333333333333,0.0176666666666667
"2005Q2",0.81158,83500048.1150452,51242821.4564324,19072977.624934,90.8918406072106,487.047456200364,111.641489440351,50854.4024150775,73873.6148129163,159.968456590847,263.631076841926,0.0294333333333333,0.0121666666666667,0.0181
"2005Q1",0.80578,83296603.2133051,50919858.6288422,19186273.4003137,91.0049889548015,485.420698690924,111.412544366949,50240.2831378295,72430.1276465238,154.988334284792,266.447580151141,0.0247,0.0182666666666667,0.0167333333333333
"2004Q4",0.79939,82627880.0772973,50738263.7152814,18822518.0211973,91.1082200177636,485.874215184015,111.000888177235,50007.0327552445,71869.2583847473,150.050163249478,260.73619816789,0.0195,0.0222333333333333,0.0201666666666667
"2004Q3",0.79324,82063507.6238576,50396995.1971323,18508003.5094205,91.4237809490192,484.912919142363,110.758408552267,49727.7959032353,70318.3490466285,145.715294236297,247.35299735173,0.0143333333333333,0.0287,0.0214666666666667
"2004Q2",0.78824,81512455.3237967,50044267.4924343,18225291.6825346,90.3861767989445,483.191583203799,110.508220846443,49473.0612806758,69097.9697108673,141.810235461281,253.364424150999,0.0101,0.0359,0.0206
"2004Q1",0.78193,81180936.9419,49925364.3163664,17751731.7418951,89.3903546353254,484.535095096307,110.273298121315,49489.7044110743,67787.7892863489,137.509751512284,257.703203149798,0.0100333333333333,0.0301666666666667,0.0225
"2003Q4",0.77639,80701497.8707938,49504813.1727003,17647776.8394904,90.2008011437551,482.343184620647,110.073545511921,48970.3804457744,66943.8836698563,133.938613325777,240.413675208527,0.00996666666666667,0.0329,0.0237333333333333
"2003Q3",0.77169,79995957.4220024,49360196.5252401,17194940.8263263,89.4893026992704,481.359685650591,109.847218442639,49285.23501328,65757.4253514938,130.471562414959,226.915966543981,0.0101666666666667,0.0321666666666666,0.0257666666666667
"2003Q2",0.7673,78974087.9453707,49076080.4708038,16623090.1182906,88.6823928059429,482.423505968666,110.443112211651,49487.5354242818,64592.262920845,127.521047830053,210.965438726872,0.0124666666666667,0.0237333333333333,0.0285
"2003Q1",0.76461,78625934.7162849,48978660.8374591,16434540.9155434,87.4811995657917,485.965352269638,110.864362223879,49655.3967564627,62389.1661658874,125.267260433424,193.220449227411,0.0125,0.0267,0.032
"2002Q4",0.76089,78701245.0195512,49022415.8867049,16431570.5123313,87.3726819908265,491.542398668842,111.301239338144,50149.078506106,61756.536420216,123.393000302278,199.785843759668,0.0144333333333333,0.0256333333333334,0.0359333333333333
"2002Q3",0.7565,78875296.3815641,48813685.8067059,16537506.3974989,87.6536682088566,492.635394273293,111.300727032386,50239.8569909313,60576.2734641082,121.628023793787,203.21832531464,0.0174,0.0252,0.0337
"2002Q2",0.75289,78812538.4098257,48804480.5301679,16489295.0014638,87.6223618324058,496.053870491241,111.696263730425,50459.7951727381,59486.2957319287,119.168670058043,243.804719538728,0.0175,0.0335,0.0292
"2002Q1",0.75027,78601547.8288675,48723375.8886918,16319835.220464,87.1806149786077,496.466461788738,112.696762498834,50557.4885144901,58544.1456791696,116.55110826769,255.627959760326,0.0173333333333333,0.0334333333333334,0.0288333333333333
"2001Q4",0.74792,78103722.2337479,48605256.1018879,16036812.5083773,87.0587763397155,501.689217934605,112.614985559953,50518.9324083478,57889.6282574865,114.821371269655,249.318645806871,0.0213333333333333,0.0263666666666667,0.0315
"2001Q3",0.74558,78179274.4301622,48497198.4151526,16419492.9351406,86.5500684031224,509.230329118477,112.857104536066,50503.4792528908,57328.4743144887,113.31205236192,259.292908059274,0.0349666666666667,0.0148333333333333,0.0297
"2001Q2",0.74266,78816692.7432613,48587500.3919916,16727547.1251771,86.765141518326,517.742669137998,112.445802924622,50484.2041973818,55902.5218907955,111.629278539305,277.817447108079,0.0432666666666667,0.00943333333333333,0.0277
"2001Q1",0.73822,78583457.5109031,48637003.9451393,16764569.4370707,86.9402075262117,524.437500619011,113.202026496166,49927.4255708925,54898.7139566214,110.367099238709,288.132110731188,0.0559333333333333,-0.00543333333333334,0.0283
"2000Q4",0.73337,79083544.1725834,48697849.7293297,17381948.9424652,85.58981141852,526.350526624791,114.05020658058,49988.093897625,55007.9221438632,108.492302657594,313.054860473727,0.0647333333333333,-0.00906666666666664,0.0264333333333333
"2000Q3",0.72944,78813193.860848,48392100.1252256,17372057.1039295,85.5862031147181,529.482603550226,114.501535424435,49642.4470917969,54408.0294974964,106.659080938802,344.105502073649,0.0652,-0.0062666666666667,0.0242666666666667
"2000Q2",0.7252,79034958.2460216,48165873.6869117,17512513.5054362,84.4291230005516,531.709451410786,114.931053502482,49455.3087471364,53517.2925820763,105.000965250965,336.724793486505,0.0627333333333333,-0.000966666666666631,0.0241333333333333
"2000Q1",0.72071,77841873.12334,47650776.1746607,16848840.0069007,84.7525356939685,531.695082985783,115.112874804013,48481.0321439635,52875.5900600632,103.020771183971,345.155557643537,0.0567666666666667,0.00803333333333334,0.0185
"1999Q4",0.71595,78541943.5251703,47802453.2739676,16961045.6666852,82.4065926391508,535.980812729637,115.202178923109,48035.4988343015,53058.1046034627,101.204832739716,325.032038418462,0.0530666666666667,0.00833333333333333,0.021
"1999Q3",0.712,77484768.5932196,47228008.1138917,16615054.901717,81.2345505617977,535.180728172423,115.316011235955,47523.4810787633,52134.2846133933,99.6198033707865,315.407406829272,0.0509333333333333,0.00789999999999996,0.0221666666666667
"1999Q2",0.70949,76716392.0135675,46939726.8570261,16233966.9745226,80.8143877996871,533.470902494838,116.059422965792,46323.1339783555,51196.1138494901,98.0473297720898,314.479319723034,0.0474666666666667,0.00793333333333333,0.022
"1999Q1",0.70682,76298080.5359914,46593908.4492956,16118022.7004718,80.7857728983334,532.062855781083,116.854361789423,45669.22819373,50280.6276159141,96.4710958942871,298.731921403782,0.0473333333333333,0.00249999999999996,0.0241666666666667
"1998Q4",0.70453,75936741.7773411,46284304.1490049,15838716.7658662,79.6389082083091,535.2603524926,116.818304401516,44572.6833905596,49974.7497827489,95.3492399188111,266.524198664494,0.0486,-0.0019,0.0258
"1998Q3",0.70255,74927551.227544,46063520.4245002,15325238.6236743,79.4164116432994,530.118367080787,116.989538111166,43731.6248833483,49041.45647392,93.839299693972,262.298893497957,0.0553333333333333,-0.00330000000000004,0.0192666666666667
"1998Q2",0.69959,74234007.8809557,45714017.4496994,14977804.5434084,78.4888291713718,531.082487319658,117.363026915765,43142.1294160477,48452.0942083918,92.599665518375,275.428736645479,0.055,0.000966666666666702,0.0165333333333333
"1998Q1",0.69794,73744637.030519,45252703.7632883,14945855.0101854,77.6886265295011,529.748485614011,118.053127776027,41921.1425886496,47543.6821985716,91.5962690202596,256.00550465882,0.0552,0.0006666666666667,0.0166333333333333
"1997Q4",0.69695,73195928.2649791,44894828.8347355,14451882.240787,76.5090752564746,527.773259971297,118.522132147213,40787.2745849442,47271.6286849523,89.9220891025181,240.315584993625,0.0550666666666667,0.00400000000000003,0.0153333333333333
"1997Q3",0.69464,72780985.2112338,44572040.4868044,14253052.7517386,75.4002073016239,526.752760536697,119.24737993781,40236.8461017155,46769.1252043324,88.8874812852701,233.729559383888,0.0553333333333333,0.00709999999999996,0.0151666666666667
"1997Q2",0.69162,72069181.6779759,44113937.6909952,14012368.3471311,74.9790347300541,524.989145364558,118.815245365952,39628.6423121644,46087.6844230381,88.1880223243978,205.66210299043,0.0552333333333333,0.0117333333333334,0.0149333333333333
"1997Q1",0.69025,71070907.3911038,43965330.1832526,13400782.9357103,74.4469395146686,523.804151722181,120.969214052879,39004.8931002894,45495.3672915817,87.4868525896414,198.781209396604,0.0527666666666667,0.0128666666666666,0.0150666666666667
"1996Q4",0.68615,70971322.5007871,43828503.4741132,13183942.1991271,74.0450338847191,522.012736202678,120.701012898054,38688.3496504268,45654.2154494716,87.2900969175836,187.143817469203,0.0528,0.0106333333333333,0.0157666666666667
"1996Q3",0.68251,70485242.880811,43705684.4615849,13193036.9846345,74.0135675667756,517.922400003904,120.710319262721,38722.3296405714,45197.0990993811,87.2078064790259,172.584007525077,0.0530666666666667,0.0147333333333333,0.0151
"1996Q2",0.68028,70020234.4166647,43551468.4143256,12743909.2602022,73.6931851590521,514.815772135662,121.801317104722,38511.0433868611,44609.1913364249,87.0069677191745,174.596411369177,0.0524333333333333,0.0147666666666667,0.0158
"1996Q1",0.67747,69091018.0174905,43370752.2090159,12237712.5130405,73.3124714009476,511.67392320101,122.486604572896,38103.507658262,44072.5548125686,86.751590476331,166.747386611457,0.0536333333333333,0.00546666666666667,0.018
"1995Q4",0.67423,68709467.6819624,43064826.0575641,12080355.1532285,72.8757249009982,511.646535684636,123.186449727838,37829.2558045949,43760.017290285,86.4362309597615,157.528710905184,0.0572,0.0017333333333333,0.0174666666666667
"1995Q3",0.671,68428237.7758876,42948022.6102069,11837186.5100081,72.6393442622951,511.709839104631,123.824143070045,37580.9807480438,43260.9509614343,86.419523099851,150.337745514749,0.0579666666666667,0.00526666666666663,0.0172666666666667
"1995Q2",0.66771,67993610.8029081,42761111.1730322,11850502.9355519,72.6033757170029,506.958303387813,123.763310419194,37546.5619348263,42563.6268179039,86.0602656842042,138.032268794549,0.0602,0.00600000000000001,0.0161
"1995Q1",0.66452,67967385.2168719,42502914.7594812,12058163.2047971,72.3544814302053,509.007069179038,123.978209835671,37105.0035096855,42064.0984055596,85.9302955516764,127.399308795692,0.0581,0.0167333333333333,0.0139666666666667
"1994Q4",0.66093,67829242.4235733,42308777.129868,12025929.6739212,72.3208206617947,507.351360075728,124.060036615073,36637.0751875684,42099.6650787108,86.0961070007414,122.552624289127,0.0516666666666667,0.0267,0.0137333333333333
"1994Q3",0.65737,67167354.4700967,42079164.9522571,11582704.0041496,72.1511477554498,506.017805001832,124.319637342745,36439.8934110701,41299.2085815299,86.1846448727505,123.045223772577,0.0448666666666667,0.0284666666666666,0.0150666666666667
"1994Q2",0.65362,66913781.7812126,41866113.0271849,11735210.9701653,72.586518160399,501.170140187143,124.287812490438,36383.5541092955,40805.9505619552,86.2713809246963,121.049986834634,0.0394,0.0314333333333333,0.0151666666666667
"1994Q1",0.65048,66209983.8624394,41680936.9311329,11302252.3991863,72.3327389005042,494.599495177394,124.475771737794,36187.1707652666,40334.2388989306,86.1855860287787,126.824500970044,0.0321333333333333,0.0285333333333334,0.0178333333333333
